id,city,amount,card_type,status,time
84,tabriz,774681.0,mastercard,fail,2025-09-22 01:01:00
87,isfahan,471227.0,discover,fail,2025-09-27 00:00:00
26,tehran,452545.0,amex,fail,2025-09-03 23:17:00
75,tehran,1305967.0,mastercard,success,2025-09-28 03:27:00
71,tabriz,1768588.0,mastercard,fail,2025-09-10 07:08:00
17,tabriz,976246.0,mastercard,success,2025-09-19 10:48:00
82,shiraz,1387769.0,mastercard,fail,2025-09-03 02:24:00
56,tehran,419089.0,visa,fail,2025-09-29 14:55:00
64,tehran,1768588.0,visa,fail,2025-09-22 01:01:00
20,tehran,1883871.0,visa,fail,2025-09-15 19:19:00
38,isfahan,1387769.0,mastercard,success,2025-09-01 13:10:00
75,tehran,412308.0,visa,fail,2025-09-07 07:08:00
58,qom,1502601.0,discover,fail,2025-09-12 11:11:00
16,tehran,200000.0,amex,success,2025-09-17 09:00:00
51,tehran,100.5,mastercard,success,2025-09-30 12:12:00
27,tehran,1463119.0,unknown,fail,2025-09-21 20:20:00
51,tehran,555555.0,visa,success,2025-09-26 19:29:00
75,mashhad,555555.0,visa,success,2025-09-29 05:56:00
16,isfahan,914282.0,mastercard,success,2025-09-24 12:34:00
88,isfahan,1472823.0,visa,success,2025-09-20 19:40:00
60,karaj,1782689.0,mastercard,fail,2025-09-05 18:12:00
76,shiraz,1387769.0,visa,success,2025-09-04 09:45:00
40,tehran,1463119.0,amex,success,2025-09-28 00:00:00
2,tabriz,99999.0,visa,fail,2025-09-30 19:19:00
48,tehran,914465.0,amex,success,2025-09-20 19:29:00
52,shiraz,452545.0,visa,success,2025-09-28 03:27:00
24,karaj,471227.0,mastercard,success,2025-09-24 16:40:00
84,mashhad,1782689.0,visa,fail,2025-09-19 12:12:00
82,tehran,1883871.0,amex,success,2025-09-09 14:55:00
78,shiraz,1000.0,mastercard,success,2025-09-04 13:13:00
82,mashhad,205000.0,mastercard,fail,2025-09-26 19:29:00
20,ahvaz,1502601.0,amex,fail,2025-09-04 14:11:00
41,tabriz,850000.0,mastercard,fail,2025-09-15 22:27:00
41,tehran,343679.0,mastercard,fail,2025-09-02 11:11:00
92,tabriz,63489.0,discover,success,2025-09-06 19:51:00
23,isfahan,545116.0,mastercard,success,2025-09-07 08:08:00
38,tehran,545116.0,visa,success,2025-09-10 06:06:00
62,tehran,583952.0,mastercard,fail,2025-09-26 19:51:00
12,ahvaz,443463.0,visa,fail,2025-09-22 20:33:00
30,tehran,100.5,mastercard,fail,2025-09-29 01:01:00
96,ahvaz,99999.0,discover,fail,2025-09-12 19:29:00
41,tabriz,650000.0,discover,success,2025-09-18 13:13:00
20,karaj,976246.0,amex,fail,2025-09-08 21:23:00
6,tabriz,100000.0,visa,success,2025-09-21 13:13:00
75,tabriz,1387769.0,visa,success,2025-09-15 12:12:00
100,karaj,1427657.0,visa,fail,2025-09-01 19:40:00
4,tehran,450000.0,visa,success,2025-09-03 14:30:00
10,mashhad,583952.0,discover,fail,2025-09-08 10:48:00
51,shiraz,443463.0,visa,fail,2025-09-04 19:29:00
94,shiraz,200000.0,mastercard,fail,2025-09-16 12:12:00
38,unknown,1305967.0,mastercard,success,2025-09-30 00:00:00
8,shiraz,471227.0,discover,success,2025-09-10 02:30:00
81,tehran,12345.0,mastercard,success,2025-09-12 02:30:00
63,tehran,177050.0,visa,success,2025-09-14 07:32:00
15,isfahan,1463119.0,mastercard,fail,2025-09-23 21:10:00
31,tehran,1472823.0,visa,fail,2025-09-05 12:44:00
3,shiraz,914465.0,mastercard,fail,2025-09-06 14:11:00
66,tehran,1768588.0,mastercard,success,2025-09-13 12:12:00
35,tehran,177050.0,visa,success,2025-09-09 04:15:00
41,qom,1427657.0,visa,success,2025-09-30 14:00:00
59,tabriz,914282.0,visa,fail,2025-09-22 01:51:00
16,shiraz,450000.0,discover,success,2025-09-28 14:30:00
56,qom,177050.0,discover,success,2025-09-29 08:08:00
45,tehran,774681.0,visa,success,2025-09-15 11:11:00
59,tehran,1768588.0,visa,success,2025-09-14 07:08:00
85,tehran,774681.0,discover,success,2025-09-07 00:00:00
12,qom,343679.0,mastercard,fail,2025-09-25 10:48:00
33,isfahan,300000.0,mastercard,fail,2025-09-07 19:51:00
84,karaj,177050.0,discover,fail,2025-09-06 13:13:00
49,tabriz,976246.0,visa,fail,2025-09-17 19:40:00
21,tehran,585954.0,discover,fail,2025-09-27 02:30:00
60,tehran,1782689.0,mastercard,fail,2025-09-25 14:00:00
52,tehran,100.5,mastercard,success,2025-09-25 23:59:00
39,isfahan,976246.0,visa,fail,2025-09-02 06:06:00
49,isfahan,774681.0,visa,success,2025-09-03 01:01:00
64,tehran,100.5,discover,success,2025-09-05 13:13:00
87,karaj,333333.0,visa,fail,2025-09-05 02:30:00
26,isfahan,1578078.0,visa,fail,2025-09-01 20:20:00
71,mashhad,452545.0,discover,success,2025-09-08 01:01:00
7,tabriz,1050805.0,mastercard,success,2025-09-12 13:10:00
72,mashhad,545116.0,mastercard,success,2025-09-24 20:33:00
62,ahvaz,583952.0,visa,success,2025-09-04 06:30:00
91,tehran,914282.0,visa,fail,2025-09-13 10:48:00
89,tehran,300000.0,visa,success,2025-09-23 03:00:00
40,unknown,177050.0,unknown,success,2025-09-11 03:27:00
76,tabriz,63489.0,mastercard,fail,2025-09-10 19:19:00
47,tehran,100.5,visa,fail,2025-09-03 00:00:00
9,tehran,900000.0,unknown,success,2025-09-16 02:24:00
3,tehran,976246.0,discover,success,2025-09-10 21:10:00
48,karaj,1578078.0,visa,fail,2025-09-30 03:00:00
47,tehran,12345.0,visa,success,2025-09-09 06:06:00
89,qom,123456.0,amex,success,2025-09-01 10:48:00
68,karaj,100.5,discover,fail,2025-09-05 14:11:00
84,ahvaz,1782689.0,mastercard,fail,2025-09-20 16:16:00
16,shiraz,1305967.0,visa,success,2025-09-11 23:17:00
74,qom,1883871.0,visa,fail,2025-09-12 03:27:00
94,unknown,333333.0,discover,fail,2025-09-25 18:12:00
5,isfahan,250000.0,discover,fail,2025-09-22 14:55:00
11,tehran,63489.0,amex,fail,2025-09-20 05:56:00
29,ahvaz,99999.0,visa,success,2025-09-28 13:13:00
79,tabriz,200000.0,mastercard,success,2025-09-25 04:15:00
70,mashhad,471227.0,visa,fail,2025-09-11 18:12:00
48,tehran,333333.0,mastercard,success,2025-09-05 02:37:00
84,tehran,545116.0,discover,success,2025-09-05 23:59:00
60,tabriz,100.5,unknown,fail,2025-09-05 13:13:00
62,tehran,450000.0,mastercard,fail,2025-09-17 19:29:00
2,tabriz,1782689.0,mastercard,fail,2025-09-17 14:00:00
80,isfahan,1387769.0,visa,fail,2025-09-24 14:11:00
99,unknown,450000.0,visa,fail,2025-09-24 17:17:00
49,tehran,585954.0,mastercard,success,2025-09-28 04:40:00
89,isfahan,976246.0,unknown,fail,2025-09-15 17:17:00
28,tehran,471227.0,mastercard,fail,2025-09-06 20:20:00
97,qom,585954.0,mastercard,fail,2025-09-27 05:23:00
74,tabriz,443463.0,amex,success,2025-09-20 00:00:00
49,ahvaz,120000.0,discover,fail,2025-09-18 12:34:00
48,karaj,1050805.0,visa,success,2025-09-14 17:17:00
89,qom,419089.0,mastercard,success,2025-09-09 16:40:00
29,tehran,343679.0,visa,success,2025-09-05 02:30:00
60,karaj,100.5,visa,success,2025-09-20 19:40:00
29,mashhad,1578078.0,amex,success,2025-09-26 02:20:00
58,shiraz,1883871.0,visa,fail,2025-09-29 17:17:00
48,ahvaz,1472823.0,mastercard,success,2025-09-01 04:04:00
23,tehran,850000.0,visa,fail,2025-09-23 05:56:00
27,qom,99999.0,visa,success,2025-09-03 11:11:00
96,tehran,583952.0,mastercard,success,2025-09-06 03:27:00
49,karaj,650000.0,visa,success,2025-09-21 12:34:00
54,tehran,100.5,discover,fail,2025-09-27 21:10:00
68,unknown,1387769.0,mastercard,success,2025-09-05 04:04:00
42,tabriz,914465.0,visa,success,2025-09-17 04:40:00
74,shiraz,12345.0,visa,success,2025-09-19 14:30:00
59,tehran,1472823.0,discover,fail,2025-09-14 01:51:00
44,tehran,450000.0,mastercard,success,2025-09-12 20:33:00
99,tehran,1782689.0,visa,fail,2025-09-10 01:51:00
26,tehran,555555.0,amex,fail,2025-09-20 20:20:00
23,tehran,1578078.0,discover,success,2025-09-21 06:06:00
73,tehran,100000.0,visa,success,2025-09-18 23:17:00
8,tehran,250000.0,mastercard,fail,2025-09-24 13:13:00
53,tehran,1000.0,amex,fail,2025-09-27 20:33:00
71,isfahan,850000.0,visa,success,2025-09-30 03:27:00
7,isfahan,12345.0,visa,success,2025-09-02 13:13:00
9,ahvaz,200000.0,visa,fail,2025-09-25 04:15:00
3,isfahan,200000.0,discover,fail,2025-09-18 13:13:00
44,tabriz,5000.0,mastercard,fail,2025-09-07 07:08:00
87,mashhad,1158713.0,visa,fail,2025-09-24 05:23:00
46,qom,900000.0,amex,fail,2025-09-15 14:55:00
91,qom,1472823.0,amex,fail,2025-09-11 20:20:00
58,isfahan,1472823.0,visa,fail,2025-09-18 12:12:00
28,tehran,343679.0,mastercard,fail,2025-09-23 01:01:00
14,tehran,100.5,visa,success,2025-09-12 17:17:00
9,tehran,205000.0,mastercard,fail,2025-09-06 01:01:00
2,tabriz,914282.0,unknown,success,2025-09-23 14:11:00
75,tehran,471227.0,amex,fail,2025-09-30 02:30:00
19,tehran,650000.0,visa,fail,2025-09-16 20:33:00
39,shiraz,50200.0,mastercard,fail,2025-09-18 08:08:00
82,qom,1000.0,visa,success,2025-09-10 13:13:00
5,mashhad,583952.0,mastercard,success,2025-09-23 04:04:00
23,qom,545116.0,discover,success,2025-09-18 07:32:00
89,karaj,450000.0,visa,fail,2025-09-21 07:08:00
29,tabriz,1768588.0,amex,fail,2025-09-01 07:07:00
72,isfahan,200000.0,visa,success,2025-09-23 14:11:00
26,ahvaz,12345.0,visa,success,2025-09-08 03:27:00
79,tehran,1578078.0,visa,fail,2025-09-29 08:59:00
28,mashhad,900000.0,amex,success,2025-09-15 19:51:00
47,tehran,914282.0,discover,success,2025-09-15 08:08:00
78,karaj,177050.0,visa,fail,2025-09-02 22:27:00
59,tehran,412308.0,mastercard,success,2025-09-23 02:37:00
70,tabriz,177050.0,unknown,fail,2025-09-26 19:19:00
49,tehran,555555.0,visa,success,2025-09-11 22:27:00
5,tabriz,471227.0,mastercard,success,2025-09-10 12:44:00
37,tehran,333333.0,visa,success,2025-09-18 07:32:00
79,tehran,250000.0,visa,success,2025-09-18 04:04:00
15,tabriz,205000.0,mastercard,fail,2025-09-17 04:15:00
52,isfahan,545116.0,amex,success,2025-09-26 14:00:00
69,qom,585954.0,mastercard,fail,2025-09-08 23:59:00
93,tabriz,1578078.0,visa,fail,2025-09-15 21:10:00
11,tehran,583952.0,discover,success,2025-09-17 16:40:00
43,qom,5000.0,visa,fail,2025-09-12 17:17:00
70,isfahan,471227.0,mastercard,fail,2025-09-27 14:55:00
23,tehran,583952.0,discover,success,2025-09-08 09:45:00
40,isfahan,443463.0,mastercard,success,2025-09-25 21:21:00
63,isfahan,900000.0,mastercard,fail,2025-09-14 19:19:00
2,qom,1502601.0,visa,success,2025-09-04 08:08:00
73,tabriz,914465.0,mastercard,fail,2025-09-16 21:23:00
47,karaj,650000.0,visa,fail,2025-09-14 06:06:00
30,tehran,250000.0,discover,fail,2025-09-21 19:51:00
16,karaj,585954.0,unknown,success,2025-09-16 12:12:00
47,isfahan,1883871.0,visa,fail,2025-09-09 11:11:00
30,mashhad,585954.0,visa,success,2025-09-26 23:59:00
59,tehran,585954.0,visa,fail,2025-09-02 08:08:00
64,shiraz,650000.0,mastercard,fail,2025-09-18 09:09:00
52,isfahan,100.5,amex,fail,2025-09-09 07:08:00
18,tabriz,914465.0,mastercard,fail,2025-09-01 09:45:00
58,qom,850000.0,visa,success,2025-09-13 10:05:00
49,tabriz,1050805.0,mastercard,success,2025-09-09 21:21:00
32,tabriz,1883871.0,visa,success,2025-09-21 12:34:00
54,shiraz,177050.0,discover,fail,2025-09-11 08:08:00
85,ahvaz,100000.0,visa,fail,2025-09-04 02:20:00
97,karaj,555555.0,visa,success,2025-09-29 02:30:00
46,qom,585954.0,visa,success,2025-09-06 23:59:00
78,tabriz,50200.0,visa,success,2025-09-06 00:00:00
89,tabriz,100.5,amex,success,2025-09-02 20:33:00
90,tehran,250000.0,amex,fail,2025-09-18 07:07:00
61,karaj,850000.0,discover,fail,2025-09-13 11:11:00
51,isfahan,900000.0,mastercard,success,2025-09-23 14:00:00
62,tehran,419089.0,discover,fail,2025-09-19 15:45:00
35,qom,443463.0,visa,success,2025-09-13 01:51:00
81,tehran,471227.0,amex,fail,2025-09-11 17:17:00
42,ahvaz,1000.0,visa,success,2025-09-01 19:19:00
68,qom,1050805.0,mastercard,fail,2025-09-30 07:08:00
47,tabriz,1463119.0,discover,success,2025-09-07 16:16:00
66,tabriz,976246.0,visa,success,2025-09-01 18:45:00
43,unknown,100.5,visa,success,2025-09-12 02:24:00
34,isfahan,555555.0,mastercard,fail,2025-09-26 08:08:00
37,tehran,12345.0,visa,fail,2025-09-19 10:48:00
13,tabriz,1768588.0,amex,fail,2025-09-28 06:06:00
98,mashhad,1782689.0,visa,fail,2025-09-29 02:24:00
97,tehran,200000.0,mastercard,fail,2025-09-01 02:37:00
7,mashhad,774681.0,mastercard,fail,2025-09-17 20:20:00
42,tehran,914465.0,visa,success,2025-09-17 14:30:00
38,mashhad,914282.0,visa,fail,2025-09-03 03:27:00
52,shiraz,63489.0,amex,fail,2025-09-12 08:08:00
44,karaj,976246.0,visa,success,2025-09-06 18:12:00
64,tehran,1782689.0,discover,fail,2025-09-26 00:00:00
13,tehran,250000.0,visa,fail,2025-09-11 13:10:00
28,unknown,333333.0,visa,success,2025-09-08 11:11:00
97,isfahan,99999.0,amex,fail,2025-09-14 02:20:00
82,isfahan,976246.0,visa,fail,2025-09-14 11:11:00
99,isfahan,1427657.0,visa,fail,2025-09-10 14:00:00
99,tehran,200000.0,mastercard,success,2025-09-02 18:12:00
43,tabriz,1768588.0,mastercard,fail,2025-09-09 14:02:00
42,karaj,1502601.0,amex,fail,2025-09-03 19:51:00
50,shiraz,850000.0,visa,fail,2025-09-26 00:00:00
51,tabriz,1883871.0,visa,fail,2025-09-02 03:00:00
16,shiraz,1387769.0,discover,success,2025-09-06 02:30:00
39,ahvaz,100000.0,mastercard,success,2025-09-28 07:08:00
33,isfahan,50200.0,mastercard,fail,2025-09-29 17:17:00
88,tehran,1578078.0,mastercard,success,2025-09-26 04:40:00
99,tehran,1472823.0,mastercard,success,2025-09-12 12:12:00
17,tehran,850000.0,visa,fail,2025-09-05 03:27:00
90,isfahan,1782689.0,visa,success,2025-09-02 22:27:00
6,tehran,850000.0,discover,fail,2025-09-16 11:11:00
69,tabriz,205000.0,discover,success,2025-09-15 03:27:00
40,tehran,452545.0,discover,fail,2025-09-12 20:20:00
30,tehran,914465.0,discover,fail,2025-09-04 11:11:00
69,ahvaz,471227.0,visa,fail,2025-09-15 09:09:00
7,tabriz,5000.0,mastercard,fail,2025-09-16 02:30:00
13,shiraz,650000.0,visa,success,2025-09-23 23:17:00
4,isfahan,419089.0,mastercard,fail,2025-09-06 07:08:00
50,karaj,545116.0,visa,success,2025-09-14 21:21:00
3,mashhad,419089.0,discover,success,2025-09-18 04:40:00
12,shiraz,200000.0,discover,fail,2025-09-12 01:51:00
27,shiraz,100000.0,mastercard,success,2025-09-11 05:56:00
50,tabriz,850000.0,mastercard,success,2025-09-13 21:21:00
77,isfahan,99999.0,amex,fail,2025-09-21 20:33:00
17,tehran,914465.0,visa,success,2025-09-23 02:20:00
72,qom,1578078.0,mastercard,fail,2025-09-11 05:23:00
51,tabriz,471227.0,discover,success,2025-09-15 05:56:00
17,isfahan,1463119.0,discover,fail,2025-09-21 21:23:00
34,tehran,1578078.0,visa,fail,2025-09-28 20:33:00
100,karaj,443463.0,discover,fail,2025-09-25 01:51:00
24,ahvaz,343679.0,amex,fail,2025-09-04 02:30:00
18,tehran,1578078.0,visa,fail,2025-09-19 01:01:00
48,tabriz,1782689.0,mastercard,success,2025-09-21 01:51:00
27,tehran,1427657.0,discover,fail,2025-09-02 04:04:00
1,tehran,471227.0,visa,fail,2025-09-14 20:20:00
85,isfahan,123456.0,mastercard,fail,2025-09-29 04:15:00
59,karaj,177050.0,mastercard,success,2025-09-04 02:37:00
10,ahvaz,1782689.0,mastercard,fail,2025-09-16 05:56:00
96,karaj,1472823.0,visa,fail,2025-09-21 20:33:00
84,karaj,100.5,visa,fail,2025-09-14 14:11:00
57,shiraz,5000.0,discover,success,2025-09-27 10:48:00
66,isfahan,100.5,visa,fail,2025-09-29 02:37:00
15,shiraz,583952.0,visa,fail,2025-09-15 21:10:00
28,karaj,1502601.0,amex,fail,2025-09-28 10:05:00
13,isfahan,1305967.0,mastercard,success,2025-09-03 16:40:00
14,tabriz,100.5,mastercard,fail,2025-09-08 09:45:00
66,isfahan,900000.0,amex,fail,2025-09-16 13:10:00
34,qom,976246.0,mastercard,success,2025-09-10 02:37:00
100,tehran,1883871.0,mastercard,fail,2025-09-04 14:30:00
25,ahvaz,63489.0,mastercard,success,2025-09-30 03:27:00
79,tehran,850000.0,visa,success,2025-09-02 03:27:00
9,qom,471227.0,discover,fail,2025-09-13 02:24:00
78,isfahan,99999.0,visa,success,2025-09-26 14:00:00
53,karaj,914282.0,visa,fail,2025-09-30 19:51:00
43,tehran,1463119.0,discover,success,2025-09-11 03:27:00
38,qom,343679.0,visa,success,2025-09-07 06:06:00
42,tehran,450000.0,mastercard,fail,2025-09-12 03:27:00
67,tehran,1387769.0,mastercard,success,2025-09-13 19:19:00
95,qom,300000.0,mastercard,success,2025-09-10 04:40:00
16,isfahan,1578078.0,visa,success,2025-09-29 01:01:00
31,mashhad,343679.0,mastercard,fail,2025-09-10 13:13:00
58,karaj,200000.0,mastercard,fail,2025-09-24 18:45:00
28,tehran,100.5,visa,fail,2025-09-04 03:00:00
4,karaj,177050.0,mastercard,success,2025-09-20 15:45:00
10,ahvaz,976246.0,mastercard,fail,2025-09-04 10:48:00
51,tabriz,1463119.0,visa,fail,2025-09-22 02:30:00
18,mashhad,50200.0,mastercard,fail,2025-09-07 08:59:00
30,karaj,443463.0,visa,fail,2025-09-12 11:11:00
36,tehran,583952.0,visa,success,2025-09-24 14:11:00
9,tehran,343679.0,discover,success,2025-09-13 04:04:00
36,tehran,914465.0,discover,success,2025-09-10 21:21:00
29,qom,250000.0,visa,success,2025-09-15 14:00:00
93,tehran,250000.0,amex,fail,2025-09-13 12:12:00
21,karaj,177050.0,visa,fail,2025-09-23 09:00:00
64,tabriz,1578078.0,discover,fail,2025-09-22 01:01:00
66,tehran,50200.0,mastercard,fail,2025-09-22 14:00:00
59,tehran,5000.0,discover,fail,2025-09-21 20:33:00
100,mashhad,1578078.0,mastercard,fail,2025-09-22 05:23:00
55,qom,1578078.0,mastercard,fail,2025-09-09 21:23:00
31,tehran,1463119.0,visa,success,2025-09-26 12:12:00
33,tehran,850000.0,mastercard,fail,2025-09-09 02:54:00
88,isfahan,1578078.0,mastercard,success,2025-09-15 10:48:00
60,isfahan,1578078.0,discover,success,2025-09-10 23:59:00
41,shiraz,900000.0,mastercard,success,2025-09-24 21:23:00
81,shiraz,1463119.0,mastercard,success,2025-09-26 14:55:00
46,tehran,585954.0,amex,fail,2025-09-25 02:20:00
65,mashhad,471227.0,visa,success,2025-09-10 13:10:00
23,shiraz,419089.0,visa,fail,2025-09-24 04:40:00
27,tehran,200000.0,visa,fail,2025-09-16 05:23:00
90,unknown,976246.0,mastercard,fail,2025-09-17 17:07:00
32,mashhad,205000.0,visa,fail,2025-09-26 11:11:00
89,tehran,583952.0,amex,success,2025-09-05 23:17:00
3,qom,443463.0,discover,fail,2025-09-04 21:23:00
76,qom,1387769.0,amex,success,2025-09-24 14:11:00
100,qom,177050.0,visa,fail,2025-09-19 07:08:00
79,ahvaz,100000.0,mastercard,success,2025-09-04 09:45:00
17,tehran,774681.0,visa,fail,2025-09-28 19:40:00
7,tehran,177050.0,visa,success,2025-09-10 20:20:00
83,unknown,100.5,visa,success,2025-09-25 02:24:00
69,tehran,177050.0,visa,success,2025-09-19 03:27:00
58,tehran,850000.0,mastercard,fail,2025-09-04 22:27:00
40,karaj,205000.0,unknown,fail,2025-09-10 19:29:00
48,tehran,1782689.0,mastercard,fail,2025-09-23 06:06:00
51,karaj,419089.0,visa,success,2025-09-18 16:16:00
57,isfahan,333333.0,visa,success,2025-09-05 06:06:00
71,tabriz,1782689.0,mastercard,success,2025-09-15 13:13:00
37,tabriz,1578078.0,visa,fail,2025-09-17 12:44:00
88,karaj,50200.0,discover,success,2025-09-03 14:11:00
75,tehran,1387769.0,visa,fail,2025-09-12 13:13:00
74,ahvaz,1768588.0,discover,success,2025-09-02 05:56:00
85,karaj,1578078.0,discover,fail,2025-09-01 16:16:00
55,ahvaz,419089.0,mastercard,success,2025-09-23 12:44:00
98,ahvaz,976246.0,mastercard,success,2025-09-17 14:11:00
20,tabriz,1387769.0,mastercard,success,2025-09-22 14:11:00
33,ahvaz,774681.0,mastercard,fail,2025-09-16 04:40:00
100,unknown,585954.0,mastercard,fail,2025-09-15 18:45:00
34,isfahan,1502601.0,discover,success,2025-09-03 16:16:00
62,tabriz,1782689.0,discover,success,2025-09-28 12:34:00
92,tabriz,1050805.0,mastercard,fail,2025-09-07 10:48:00
19,shiraz,583952.0,visa,fail,2025-09-11 05:23:00
69,tehran,300000.0,mastercard,fail,2025-09-09 02:37:00
63,tabriz,63489.0,discover,fail,2025-09-14 12:12:00
10,tehran,50200.0,discover,success,2025-09-29 23:59:00
94,isfahan,583952.0,visa,success,2025-09-30 12:12:00
5,isfahan,1463119.0,mastercard,success,2025-09-25 12:12:00
58,tabriz,1768588.0,visa,success,2025-09-02 04:40:00
76,tabriz,1782689.0,mastercard,success,2025-09-07 20:33:00
59,ahvaz,1000.0,mastercard,fail,2025-09-21 12:12:00
77,isfahan,583952.0,visa,fail,2025-09-18 20:33:00
15,tabriz,300000.0,visa,success,2025-09-10 14:55:00
77,qom,1502601.0,mastercard,success,2025-09-22 18:45:00
1,tabriz,471227.0,mastercard,fail,2025-09-29 21:10:00
53,tehran,300000.0,visa,success,2025-09-09 23:59:00
1,tehran,976246.0,visa,fail,2025-09-11 08:59:00
11,tehran,300000.0,visa,success,2025-09-07 03:27:00
100,tehran,1883871.0,visa,fail,2025-09-19 23:59:00
60,tehran,177050.0,visa,fail,2025-09-04 19:29:00
44,isfahan,123456.0,amex,fail,2025-09-26 08:08:00
6,ahvaz,343679.0,mastercard,success,2025-09-06 08:08:00
5,tehran,123456.0,mastercard,fail,2025-09-14 12:12:00
54,ahvaz,914282.0,visa,fail,2025-09-04 07:08:00
17,tehran,1387769.0,mastercard,fail,2025-09-08 02:24:00
38,mashhad,419089.0,visa,fail,2025-09-05 00:00:00
9,karaj,419089.0,mastercard,success,2025-09-01 05:23:00
84,tehran,1578078.0,visa,fail,2025-09-03 18:45:00
78,tehran,1000.0,visa,success,2025-09-09 16:16:00
26,karaj,976246.0,visa,success,2025-09-01 09:00:00
62,karaj,1768588.0,mastercard,success,2025-09-06 14:02:00
92,karaj,1883871.0,visa,fail,2025-09-09 19:19:00
25,unknown,914282.0,amex,fail,2025-09-07 08:08:00
36,tehran,99999.0,amex,success,2025-09-13 04:04:00
99,mashhad,1578078.0,visa,success,2025-09-17 18:12:00
80,tehran,200000.0,visa,fail,2025-09-28 07:08:00
33,tehran,1768588.0,visa,fail,2025-09-02 09:09:00
3,tehran,900000.0,discover,fail,2025-09-28 14:30:00
88,tehran,5000.0,discover,success,2025-09-05 07:07:00
11,karaj,1463119.0,discover,success,2025-09-12 08:08:00
58,tabriz,1768588.0,mastercard,fail,2025-09-27 01:51:00
18,isfahan,5000.0,mastercard,fail,2025-09-08 20:33:00
47,tehran,585954.0,visa,success,2025-09-06 19:40:00
44,tehran,585954.0,visa,fail,2025-09-08 02:37:00
59,qom,1768588.0,visa,fail,2025-09-03 09:09:00
89,tehran,200000.0,mastercard,success,2025-09-29 03:27:00
29,tehran,123456.0,mastercard,fail,2025-09-26 04:40:00
94,shiraz,1158713.0,visa,success,2025-09-03 17:17:00
67,tehran,1463119.0,discover,fail,2025-09-06 18:00:00
2,tabriz,650000.0,unknown,success,2025-09-02 03:27:00
25,qom,976246.0,discover,success,2025-09-23 02:20:00
19,mashhad,5000.0,visa,success,2025-09-12 05:56:00
40,mashhad,914465.0,mastercard,fail,2025-09-02 19:51:00
2,qom,177050.0,visa,success,2025-09-06 07:07:00
83,tehran,1463119.0,visa,fail,2025-09-17 10:05:00
65,tehran,200000.0,mastercard,fail,2025-09-03 11:11:00
62,ahvaz,200000.0,visa,fail,2025-09-02 21:10:00
54,isfahan,914465.0,discover,fail,2025-09-30 01:01:00
45,tehran,205000.0,mastercard,fail,2025-09-20 09:45:00
49,mashhad,412308.0,mastercard,fail,2025-09-08 11:11:00
100,ahvaz,471227.0,visa,success,2025-09-22 04:40:00
69,tehran,99999.0,amex,fail,2025-09-12 10:05:00
85,ahvaz,123456.0,mastercard,fail,2025-09-29 01:01:00
53,karaj,123456.0,mastercard,fail,2025-09-15 14:55:00
11,tabriz,1050805.0,visa,fail,2025-09-16 04:15:00
34,shiraz,976246.0,mastercard,success,2025-09-10 02:20:00
15,mashhad,976246.0,mastercard,fail,2025-09-30 11:11:00
97,tehran,412308.0,discover,success,2025-09-25 14:11:00
53,tehran,900000.0,mastercard,fail,2025-09-23 08:08:00
48,isfahan,450000.0,visa,fail,2025-09-16 04:04:00
31,isfahan,100.5,mastercard,success,2025-09-12 01:01:00
37,tehran,1387769.0,mastercard,success,2025-09-17 14:02:00
28,karaj,12345.0,mastercard,success,2025-09-16 21:23:00
31,karaj,471227.0,visa,success,2025-09-12 04:40:00
14,karaj,120000.0,mastercard,success,2025-09-20 18:45:00
16,mashhad,200000.0,visa,fail,2025-09-16 12:44:00
25,tehran,100000.0,amex,success,2025-09-30 19:40:00
66,shiraz,1768588.0,unknown,fail,2025-09-23 19:19:00
38,mashhad,583952.0,mastercard,success,2025-09-28 02:30:00
41,qom,177050.0,discover,success,2025-09-19 18:00:00
99,tehran,914465.0,amex,fail,2025-09-08 06:06:00
40,mashhad,1768588.0,mastercard,fail,2025-09-22 16:16:00
64,qom,123456.0,mastercard,success,2025-09-05 19:40:00
16,karaj,63489.0,visa,success,2025-09-08 02:54:00
82,tabriz,333333.0,discover,success,2025-09-24 21:23:00
77,tehran,471227.0,mastercard,fail,2025-09-12 14:02:00
92,karaj,177050.0,mastercard,fail,2025-09-25 08:08:00
11,tehran,976246.0,amex,success,2025-09-21 09:09:00
1,ahvaz,419089.0,mastercard,fail,2025-09-20 11:11:00
13,tehran,914282.0,mastercard,fail,2025-09-06 08:08:00
30,tehran,205000.0,mastercard,success,2025-09-22 02:30:00
69,tehran,443463.0,amex,fail,2025-09-18 02:30:00
18,tehran,1050805.0,visa,success,2025-09-08 23:59:00
78,mashhad,1158713.0,mastercard,success,2025-09-07 11:11:00
13,qom,583952.0,discover,fail,2025-09-01 04:40:00
71,isfahan,200000.0,discover,fail,2025-09-16 17:17:00
72,tehran,1578078.0,visa,success,2025-09-12 02:30:00
50,mashhad,555555.0,amex,success,2025-09-06 08:59:00
71,qom,1768588.0,mastercard,success,2025-09-20 12:12:00
80,karaj,471227.0,visa,success,2025-09-02 09:09:00
31,tehran,63489.0,visa,success,2025-09-29 01:01:00
51,mashhad,300000.0,visa,success,2025-09-14 12:12:00
27,tabriz,914465.0,mastercard,fail,2025-09-04 20:20:00
60,isfahan,5000.0,visa,success,2025-09-01 04:40:00
33,karaj,177050.0,mastercard,fail,2025-09-23 02:20:00
