,color-count,Product_Title,selling_proposition,Final_Amount,discount,rank-title,rank-sub,Org_Amount
0,15.0,Manfinity Homme Loose Fit Men's Solid Color Button Up Shirt,10000.0,1139.05,7.0,Unranked(New),Simple Menswear,1224.784946236559
1,0.0,Manfinity Joysei Men's Star Patterned Shorts With Drawstring Waist,0.0,1063.05,13.0,#8 Best Seller,in Blue Men Clothing,1221.896551724138
2,0.0,"Men's Summer Casual Short Sleeve T-Shirt With Slogan And Character Print, Round Neck",0.0,768.55,13.0,#10 Best Seller,in Figure Men T-Shirts,883.3908045977012
3,11.0,Manfinity Homme Men's Contrast Color Short Sleeve Polo Shirt With Decorative Details,10000.0,949.0500000000001,12.0,Unranked(New),Simple Menswear,1078.465909090909
4,7.0,Manfinity EMRG Loose Fit Men Plus Letter Printed Graphic Tee,30.0,330.6,70.0,Unranked(New),Simple Menswear,1102.0
5,6.0,Manfinity Hypemode Loose Fit Men's Cotton Jeans With Slant Pockets Baggy Long Washed Skater Jean Cargo Plain Light Blue Going Out Y2K Friends,0.0,2345.55,12.0,#8 Best Seller,in Pocket Men Jeans,2665.3977272727275
6,10.0,Manfinity Hypemode Men Solid Button Up Shirt & Drawstring Waist Pants Without Tee,0.0,2165.0499999999997,7.0,#2 Best Seller,in Fabric Men Shirt Co-ords,2328.0107526881716
7,8.0,Men's Summer Letter Printed Short Sleeve Round Neck Casual Commute T-Shirt,80.0,389.49999999999994,56.0,Unranked(New),Simple Menswear,885.2272727272725
8,6.0,Manfinity Homme Men's Simple Print/Pattern/Letter Short Sleeve T-Shirt,3800.0,759.0500000000001,13.0,Unranked(New),Simple Menswear,872.471264367816
9,4.0,Manfinity Homme Men Plus Size Summer Casual Solid Texture Short Sleeve T-Shirt And Shorts Set,0.0,2275.25,14.0,#2 Best Sellers,in Men Plus Size Co-ords,2645.639534883721
10,0.0,"ROMWE Street Life Men's 2pcs Slogan Printed Shorts, Suitable For Daily Wear In Spring And Summer",100.0,1471.55,14.0,Unranked(New),Simple Menswear,1711.1046511627908
11,23.0,Manfinity Homme Men's Solid Color Round Neck Short Sleeve T-Shirt,0.0,597.55,17.0,#10 Best Seller,in Black Men Clothing,719.9397590361444
12,10.0,Manfinity Hypemode Loose Men Slant Pockets Drawstring Waist Shorts,500.0,375.25,54.0,Unranked(New),Simple Menswear,815.7608695652174
13,5.0,Manfinity LEGND Plus Size Round Neck Letter Printed Short Sleeve T-Shirt For Summer,600.0,882.55,12.0,Unranked(New),Simple Menswear,1002.8977272727273
14,12.0,Manfinity EMRG Men Bear & Letter Graphic Tee & Drawstring Waist Shorts,0.0,1500.05,13.0,#2 Best Seller,In Cartoon Men Clothing,1724.1954022988505
15,6.0,Manfinity RSRT Men's Plus Size Fashion Color Block Button-Down Shirt And Shorts Set,800.0,2047.25,8.0,Unranked(New),Simple Menswear,2225.271739130435
16,0.0,Manfinity Homme Men Solid Button Up Shirt & Shorts Set,0.0,1880.05,7.0,#1 Best Seller,in White Men Shirt Co-ords,2021.5591397849462
17,0.0,"Manfinity Hypemode Manfinity Hypemode Men's Men Beach Outfits Printed Single-Breasted Casual Knitted Top, Ideal For Vacation, Summer",10.0,1329.05,14.0,Unranked(New),Simple Menswear,1545.406976744186
18,0.0,Manfinity Homme Men Plus Size Summer Round Neck Landscape Print Short Sleeve T-Shirt And Drawstring Pocket Shorts Two-Piece Set,1000.0,1709.05,13.0,Unranked(New),Simple Menswear,1964.4252873563219
19,0.0,Men's Solid Color Short Sleeve Polo Shirt And Drawstring Shorts Summer Casual Outfit,500.0,1541.8500000000001,7.0,Unranked(New),Simple Menswear,1657.9032258064517
20,4.0,"Men's Summer Short-Sleeve Casual T-Shirt With Letter Print, Round Neck",0.0,759.0500000000001,7.0,#9 Best Seller,in Polyester Men T-Shirts,816.1827956989247
21,7.0,Men Drawstring Waist Zipper Pocket Shorts,0.0,882.55,7.0,#10 Best Seller,in Plain Men Shorts,948.9784946236559
22,0.0,Manfinity Homme Men's Plus Size Summer Casual Short Sleeve T-Shirt With Slogan Print And Crew Neck,0.0,977.55,13.0,#9 Best Seller,in Colorblock Men Plus Size Clothing,1123.6206896551723
23,0.0,Manfinity Homme Men's Short Sleeve Shirt,1300.0,1212.2,7.0,Unranked(New),Simple Menswear,1303.4408602150538
24,9.0,Manfinity Homme Men's Solid Color Short Sleeve Polo Shirt,0.0,1253.05,13.0,#4 Best Seller,in White Men Polo Shirts,1440.287356321839
25,7.0,Manfinity Men Cartoon & Slogan Graphic Tee,600.0,660.25,22.0,Unranked(New),Simple Menswear,846.474358974359
26,0.0,Manfinity RSRT Men's Plus Size Summer Palm Tree & Letter Print Round Neck Short Sleeve Casual T-Shirt And Drawstring Waist Shorts Set,30.0,684.95,63.0,Unranked(New),Simple Menswear,1851.2162162162163
27,7.0,Men's Casual Drop-Shoulder Short Sleeve T-Shirt With Letter Print For Summer,20.0,365.75,56.0,Unranked(New),Simple Menswear,831.25
28,8.0,Manfinity Homme Loose-Fit Men's Solid Color T-Shirt & Drawstring Waist Shorts,0.0,1965.5500000000002,12.0,#4 Best Seller,in Green Men Co-ords,2233.579545454546
29,7.0,Manfinity EMRG Men's Letter Printed Hooded Casual Sweatshirt,0.0,1348.05,13.0,#5 Best Seller,in Letter Men Hoodies & Sweatshirts,1549.4827586206898
30,10.0,Manfinity EMRG Men's Letter Printed Slim Fit Short Sleeve T-Shirt For Summer,6800.0,749.55,12.0,Unranked(New),Simple Menswear,851.7613636363636
31,0.0,Manfinity RSRT Men Plus Gradient Color Short Sleeve Shirt And Shorts Set,1200.0,2136.5499999999997,7.0,Unranked(New),Simple Menswear,2297.365591397849
32,9.0,Manfinity Homme Loose Fit Men's Solid Color Waffle Knit T-Shirt,1600.0,844.5500000000001,12.0,Unranked(New),Simple Menswear,959.7159090909091
33,5.0,Manfinity Homme Men T-Shirts Fit Crew Neck Short Sleeve Graphic Tee Casual Colorful Summer Knit Top,3000.0,797.0500000000001,13.0,Unranked(New),Simple Menswear,916.1494252873563
34,12.0,Manfinity Men Horse Print Striped Trim Polo Shirt,6300.0,1034.55,14.0,Unranked(New),Simple Menswear,1202.9651162790697
35,0.0,Manfinity Homme Men's Plus-Size Summer Poker Pattern Print Round Neck Short Sleeve T-Shirt And Drawstring Waist Shorts Outfits,0.0,1167.55,42.0,#1 Best Seller,in Red Men Plus Size Co-ords,2013.0172413793102
36,12.0,Manfinity Mode Men Contrast Trim Polo Shirt,1300.0,1091.55,13.0,Unranked(New),Simple Menswear,1254.655172413793
37,0.0,Manfinity Homme Men Two Tone Pocket Patched Shirt & Drawstring Waist Pants Without Tee,300.0,1553.2500000000002,36.0,Unranked(New),Simple Menswear,2426.9531250000005
38,9.0,Manfinity Homme Loose Fit Men's Flap Pocket Side Cargo Shorts,0.0,1281.55,14.0,#2 Best Seller,in Khaki Men Shorts,1490.1744186046512
39,6.0,Manfinity Homme Men Striped Print Polo Shirt,1700.0,622.25,51.0,Unranked(New),Simple Menswear,1269.8979591836735
40,5.0,Manfinity Homme Knitted Casual Letter Printed Round Neck Short Sleeve T-Shirt And Long Pants Two-Piece Set (Plus Size),0.0,824.6,69.0,#6 Best Seller,in Khaki Men Plus Size T-Shirt Co-ords,2660.0
41,10.0,ROMWE Street Life Men Floral Print Drawstring Waist Shorts,10000.0,930.05,13.0,Unranked(New),Simple Menswear,1069.0229885057472
42,7.0,Manfinity Swimmode Men Striped Letter Patched Detail Drawstring Waist Swim Shorts,0.0,1139.05,7.0,#5 Best Seller,in Boho Men Swimwear,1224.784946236559
43,10.0,Men Ripped Frayed Skinny Jeans,3200.0,2459.55,7.0,Unranked(New),Simple Menswear,2644.677419354839
44,8.0,Manfinity Homme Men's Plus Size Letter Printed Short Sleeve T-Shirt,0.0,873.05,12.0,#1 Best Seller,in Casual Men Plus Size Tops,992.1022727272727
45,19.0,Manfinity RSRT Men Solid Button Up Shirt & Shorts,4700.0,1604.55,7.0,Unranked(New),Simple Menswear,1725.3225806451612
46,4.0,Manfinity Homme Men Grid Print Drawstring Waist Pants,1600.0,1532.35,8.0,Unranked(New),Simple Menswear,1665.5978260869565
47,9.0,Men Solid Drawstring Pocket Detail Thermal Lined Sweatshirt,1800.0,749.55,41.0,Unranked(New),Simple Menswear,1270.4237288135594
48,0.0,Manfinity LEGND Men Plus Ombre Tee & Drawstring Waist Shorts,0.0,1908.55,14.0,#8 Best Seller,in Black Men Plus Size T-Shirt Co-ords,2219.2441860465115
49,9.0,Manfinity Homme Men Striped Print Shirt,0.0,1063.05,7.0,#1 Best Seller,in Striped Men Shirts,1143.0645161290322
50,4.0,Manfinity RSRT Men Floral Print Shirt & Shorts Without Tee,3200.0,1718.55,7.0,Unranked(New),Simple Menswear,1847.9032258064517
51,0.0,Manfinity Chillmode Men Tropical Print Tank Top & Drawstring Waist Shorts,0.0,629.85,54.0,#2 Best Seller,in Black Men Tank Top Co-ords,1369.2391304347825
52,6.0,Manfinity Homme Men Plus Solid Tee & Shorts,0.0,2110.9,18.0,#8 Best Seller,in Plain Men Plus Size T-Shirt Co-ords,2574.268292682927
53,0.0,Men'S Emoticon & Letter Printed T-Shirt,6000.0,351.5,59.0,Unranked(New),Simple Menswear,857.3170731707318
54,14.0,Manfinity Chillmode Men Tropical Print Tee & Drawstring Waist Shorts,5900.0,1398.4,17.0,Unranked(New),Simple Menswear,1684.8192771084337
55,9.0,Manfinity Homme Men's Coconut Tree Print Short Sleeve T-Shirt Set,10000.0,1405.05,13.0,Unranked(New),Simple Menswear,1615.0
56,8.0,"Manfinity LEGND Men's Casual Short Sleeve T-Shirt With Mushroom Print, Spring/Summer",800.0,987.0500000000001,13.0,Unranked(New),Simple Menswear,1134.5402298850574
57,0.0,Men Cartoon & Slogan Graphic Kangaroo Pocket Drawstring Thermal Hoodie,100.0,538.65,61.0,Unranked(New),Simple Menswear,1381.1538461538462
58,0.0,Men's Summer Slogan Palm Tree Printed Round Neck Casual Short Sleeve T-Shirt,50.0,279.3,69.0,Unranked(New),Simple Menswear,900.9677419354839
59,11.0,Manfinity Hypemode Men's Random Tie-Dyeing Gradient Letter Print Short Sleeve T-Shirt,10000.0,673.55,12.0,Unranked(New),Simple Menswear,765.3977272727273
60,4.0,Manfinity Basics Men 3pcs Solid Round Neck Tee,3200.0,1557.05,13.0,Unranked(New),Simple Menswear,1789.712643678161
61,4.0,Manfinity Homme Men Plus Size Solid Color Round Neck Short Sleeve T-Shirt + Drawstring Pocket Shorts Set,0.0,1994.05,13.0,#2 Best Seller,in Plain Men Plus Size T-Shirt Co-ords,2292.0114942528735
62,10.0,Men's Solid Color Fine Ribbed Polo Shirt,2300.0,1091.55,14.0,Unranked(New),Simple Menswear,1269.2441860465117
63,8.0,Manfinity Modomio Loose-Fit Men's Solid Color Shirt And Pants Suit,1800.0,1880.05,14.0,Unranked(New),Simple Menswear,2186.1046511627906
64,5.0,Manfinity Homme Men Patch Detail Drawstring Waist Shorts Jogger Color Block Light Grey Casual,0.0,947.1500000000001,17.0,#9 Best Seller,in Patched Men Bottoms,1141.144578313253
65,0.0,Manfinity Homme Men's Plus Size Summer Letter Printed Round Neck Short Sleeve Casual T-Shirt And Shorts Set,40.0,887.3,59.0,Unranked(New),Simple Menswear,2164.1463414634145
66,0.0,"ROMWE Street Life Men's Portrait Print Shorts, Suitable For Daily Wear In Spring And Summer",0.0,1063.05,13.0,#6 Best Seller,in Letter Men Bottoms,1221.896551724138
67,0.0,Manfinity EMRG Men's Loose Casual Cargo Pants With Flap Pockets And Drawstring Waist,300.0,1364.2,24.0,Unranked(New),Simple Menswear,1795.0
68,9.0,Manfinity LEGND Men Flap Pocket Drawstring Waist Cargo Shorts,3900.0,1205.55,13.0,Unranked(New),Simple Menswear,1385.6896551724137
69,9.0,Manfinity RSRT Men Plants Print Button Up Shirt Without Tee,0.0,939.5500000000001,7.0,#7 Best Sellers,in Button-up shirt,1010.2688172043011
70,0.0,Manfinity Hypemode Men Plus Bear Print Tee & Plaid Drawstring Waist Shorts,500.0,2172.65,19.0,Unranked(New),Simple Menswear,2682.283950617284
71,11.0,Men Cotton Ripped Straight Leg Jeans,7600.0,2193.55,7.0,Unranked(New),Simple Menswear,2358.655913978495
72,12.0,Manfinity Homme Men's Solid Color Short Sleeve Shirt,6500.0,1262.55,6.0,Unranked(New),Simple Menswear,1343.1382978723404
73,12.0,Manfinity Homme Men Solid Button Front Shirt & Drawstring Waist Shorts Without Tee,2600.0,1652.05,7.0,Unranked(New),Simple Menswear,1776.3978494623657
74,0.0,Men's Plus Size Letter Printed Short Sleeve T-Shirt,200.0,666.9,21.0,Unranked(New),Simple Menswear,844.1772151898734
75,14.0,Manfinity Homme Men Floral & Letter Graphic Shirt & Drawstring Waist Shorts Without Tee,5300.0,1956.05,7.0,Unranked(New),Simple Menswear,2103.2795698924733
76,0.0,3pcs Men's Summer Thin Ice Silk Quick-Drying Stylish Casual Running Fitness Beach Shorts Set,6800.0,1823.0500000000002,7.0,Unranked(New),Simple Menswear,1960.2688172043013
77,10.0,Manfinity Bizformal Men's Solid Color Skinny Fit Suit Pants Without Belt,1100.0,1291.05,13.0,Unranked(New),Simple Menswear,1483.9655172413793
78,6.0,Manfinity Hypemode Men Loose Embroidery Star Pattern Contrast Piping Pants,1200.0,1671.05,6.0,Unranked(New),Simple Menswear,1777.712765957447
79,0.0,"Manfinity RSRT Men's Plus-Size Striped Print Short Sleeve Button-Front Shirt And Pocketed Shorts Set, Summer Casual Vacation Style",50.0,889.1999999999999,58.0,Unranked(New),Simple Menswear,2117.1428571428573
80,0.0,"Manfinity CasualCool Men Hawaiian Tropical Plant Printed Short Sleeve Casual Shirt And Shorts Set, Summer",1100.0,1182.75,35.0,Unranked(New),Simple Menswear,1819.6153846153845
81,11.0,Manfinity Homme Loose Fit Men's Cargo Shorts With Flap Pockets And Drawstring Waist,10000.0,1110.55,13.0,Unranked(New),Simple Menswear,1276.4942528735633
82,8.0,Manfinity Homme Men Fashion Print Short-Sleeve Loose T-Shirt,500.0,863.55,13.0,Unranked(New),Simple Menswear,992.5862068965517
83,0.0,Manfinity RSRT Men Plus Size Solid Color Button Polo Collar Short Sleeve Casual T-Shirt For Summer,100.0,996.5500000000001,13.0,Unranked(New),Simple Menswear,1145.4597701149426
84,0.0,Manfinity EMRG Men's Summer Car Letter Printed Round Neck Short Sleeve Casual T-Shirt And Drawstring Waist Shorts Set,0.0,1244.5,17.0,#8 Best Seller,in Graphic Men T-Shirt Co-ords,1499.3975903614457
85,0.0,Manfinity Hypemode Men Cartoon Graphic Drawstring Waist Shorts,4300.0,816.05,13.0,Unranked(New),Simple Menswear,937.9885057471264
86,0.0,Manfinity LEGND Double Layer Drawstring Letter And Cross Print Casual Shorts For Summer,0.0,1063.05,13.0,#1 Best Seller,in Letter Men Shorts,1221.896551724138
87,0.0,Men Letter Printed Casual Short Sleeve T-Shirt With Round Neck For Spring And Summer,0.0,405.65,53.0,Unranked(New),Simple Menswear,863.0851063829788
88,11.0,Manfinity Hypemode Bear Print T-Shirt And Shorts Knitting Casual Two-Piece Set,0.0,1728.0500000000002,13.0,#6 Best Seller,in Animal Men Co-ords,1986.2643678160923
89,7.0,Manfinity EMRG Men Floral & Slogan Graphic Drop Shoulder Tee,0.0,815.1,15.0,#1 Best Seller,in Floral Men T-Shirts,958.9411764705883
90,6.0,Manfinity Homme Men Drawstring Waist Slant Pocket Shorts,5000.0,1100.1,18.0,Unranked(New),Simple Menswear,1341.5853658536585
91,5.0,Manfinity LEGND Men Plus Slogan Graphic Tee,500.0,707.75,29.0,Unranked(New),Simple Menswear,996.830985915493
92,0.0,Manfinity Hypemode Men'S Knitted Casual Printed Two-Piece Set,10000.0,2321.8,14.0,Unranked(New),Simple Menswear,2699.7674418604656
93,5.0,Men's Bear Print Round Neck Short Sleeve T-Shirt,0.0,825.55,13.0,#3 Best Seller,In Cartoon Men Clothing,948.9080459770115
94,9.0,Manfinity Basics Men's Drawstring Waist Casual Woven Shorts,0.0,559.55,51.0,#7 Best Seller,in Purple Men Clothing,1141.9387755102039
95,0.0,Manfinity Homme Men Plus Size Summer Casual Color Block Short Sleeve T-Shirt And Shorts Set,10.0,855.9499999999999,61.0,Unranked(New),Simple Menswear,2194.74358974359
96,9.0,Manfinity LEGND Men Summer Gradient Letter Printed Round Neck Short Sleeve Casual T-Shirt And Shorts Set,0.0,1452.55,14.0,#9 Best Seller,in Pocket Men T-Shirt Co-ords,1689.0116279069769
97,8.0,Manfinity Homme Men Geometric Printed Long Sleeve Shirt For Spring And Autumn,300.0,844.5500000000001,33.0,Unranked(New),Simple Menswear,1260.5223880597016
98,5.0,Manfinity Homme Men's Solid Color Polo Shirt,1700.0,949.0500000000001,13.0,Unranked(New),Simple Menswear,1090.8620689655172
99,6.0,Manfinity EMRG Men Eye & Letter Graphic Drop Shoulder Tee,0.0,816.05,13.0,#6 Best Seller,in Khaki Men Tops,937.9885057471264
100,0.0,Manfinity ResortEase Men's Plus Size Geometric Dark Striped V-Neck Short Sleeve T-Shirt And Loose Casual Shorts Summer Set,0.0,2450.0499999999997,12.0,#9 Best Seller,in White Men Plus Size Co-ords,2784.147727272727
101,6.0,Manfinity Hypemode Loose Fit Men's Drawstring Waist Shorts With Letter Patch Detail,0.0,949.0500000000001,13.0,#2 Best Seller,in Orange Men Shorts,1090.8620689655172
102,10.0,"Manfinity Men's Solid Color Tank Tops, Multiple Pieces",10000.0,1405.05,7.0,Unranked(New),Simple Menswear,1510.8064516129032
103,8.0,Manfinity Basics Men Solid Drawstring Waist Pants,1500.0,1186.55,7.0,Unranked(New),Simple Menswear,1275.8602150537633
104,7.0,Men Ripped Frayed Denim Shorts,0.0,1566.55,7.0,#1 Best Seller,in Denim Men Clothing,1684.4623655913979
105,4.0,Manfinity Homme Men Solid Button Up Shirt,0.0,1253.05,6.0,#3 Best Seller,in White Men Shirts,1333.031914893617
106,0.0,Manfinity Homme Men's Summer Solid Short Sleeve Polo Shirt For Casual And Work,900.0,1234.05,13.0,Unranked(New),Simple Menswear,1418.448275862069
107,4.0,Manfinity Homme Men Solid Shirt & Drawstring Waist Shorts Without Tee,100.0,1611.2,16.0,Unranked(New),Simple Menswear,1918.095238095238
108,5.0,Manfinity EMRG Round Neck Race Car And Letters Print Short Sleeve T-Shirt For Summer,0.0,711.5500000000001,12.0,#4 Best Seller,in Animal Men T-Shirts,808.5795454545455
109,17.0,Manfinity Men's Short Sleeve Polo Shirt With Colorblocking Design,6200.0,1101.05,13.0,Unranked(New),Simple Menswear,1265.5747126436781
110,6.0,Men's Round Neck Casual & Business Letter Printed T-Shirt,0.0,454.1,49.0,#10 Best Seller,in Geometric Men T-Shirts,890.3921568627451
111,6.0,Manfinity Homme Men'S Solid Color Short Sleeve T-Shirt And Shorts Set,6100.0,1604.55,13.0,Unranked(New),Simple Menswear,1844.3103448275863
112,9.0,Manfinity EMRG Men's Loose Fit Drawstring Waist Flip Pocket Cargo Shorts,0.0,1205.55,14.0,#9 Best Seller,in Plain Men Shorts,1401.8023255813953
113,8.0,ROMWE Street Life Men's Skull & Paisley Print Drawstring Waist Shorts,10000.0,1091.55,14.0,Unranked(New),Simple Menswear,1269.2441860465117
114,5.0,Manfinity Men Tropical & Letter Graphic Tee,2700.0,381.9,58.0,Unranked(New),Simple Menswear,909.2857142857143
115,16.0,Men Drawstring Waist Track Shorts,0.0,835.05,12.0,#8 Best Seller,in Loose Men Clothing,948.9204545454545
116,6.0,Manfinity Chillmode Men Tropical Print Tee & Drawstring Waist Shorts,0.0,1519.05,14.0,#1 Best Seller,in Woven Fabric Men T-Shirt Co-ords,1766.3372093023256
117,4.0,Manfinity Hypemode Men Solid Ribbed Knit Top,200.0,811.3,50.0,Unranked(New),Simple Menswear,1622.6
118,6.0,Manfinity KASUA Men's Solid Colored Drop Shoulder Loose T-Shirt & Shorts Set,2600.0,1651.1,17.0,Unranked(New),Simple Menswear,1989.2771084337348
119,0.0,Manfinity Hypemode Men Slogan Graphic Tee & Shorts,3900.0,1488.65,17.0,Unranked(New),Simple Menswear,1793.55421686747
120,6.0,Men's Round Neck Casual & Business Letter Printed T-Shirt,0.0,454.1,49.0,#10 Best Seller,in Geometric Men T-Shirts,890.3921568627451
121,17.0,Manfinity Men's Short Sleeve Polo Shirt With Colorblocking Design,0.0,1101.05,13.0,#10 Best Seller,in Plain Men Polo Shirts,1265.5747126436781
122,8.0,ROMWE Street Life Men's Skull & Paisley Print Drawstring Waist Shorts,10000.0,1091.55,14.0,Unranked(New),Simple Menswear,1269.2441860465117
123,5.0,Manfinity Men Tropical & Letter Graphic Tee,2700.0,381.9,58.0,Unranked(New),Simple Menswear,909.2857142857143
124,16.0,Men Drawstring Waist Track Shorts,0.0,835.05,12.0,#8 Best Seller,in Loose Men Clothing,948.9204545454545
125,0.0,Nearly There Spain Solo Cups Mens Graphic Cotton Tank Top,0.0,1424.05,12.0,Unranked(New),Simple Menswear,1618.2386363636363
126,6.0,Manfinity Chillmode Men Tropical Print Tee & Drawstring Waist Shorts,0.0,1519.05,14.0,#1 Best Seller,in Woven Fabric Men T-Shirt Co-ords,1766.3372093023256
127,8.0,DAZY Men's Summer Solid Color Round Neck Short Sleeve Casual T-Shirt,0.0,424.65,61.0,Unranked(New),Simple Menswear,1088.8461538461538
128,6.0,Manfinity KASUA Men's Solid Colored Drop Shoulder Loose T-Shirt & Shorts Set,2600.0,1651.1,17.0,Unranked(New),Simple Menswear,1989.2771084337348
129,0.0,Manfinity Hypemode Men Slogan Graphic Tee & Shorts,3900.0,1488.65,17.0,Unranked(New),Simple Menswear,1793.55421686747
130,10.0,Manfinity EMRG Loose Men Letter & Bull Head Print Round Neck T-Shirt,1000.0,835.05,12.0,Unranked(New),Simple Menswear,948.9204545454545
131,0.0,Nearly There Italy Solo Cups Mens Graphic Cotton Tank Top,0.0,1424.05,12.0,Unranked(New),Simple Menswear,1618.2386363636363
132,0.0,Manfinity Mode Men Allover Print Contrast Trim Polo Shirt,10000.0,1025.05,13.0,Unranked(New),Simple Menswear,1178.2183908045977
133,7.0,Manfinity EMRG Men Cross Print Drawstring Waist Sweatpants Long Flare Going Out Goth Friends,0.0,1234.05,6.0,#1 Best Seller,in Pocket Men Sweatpants,1312.8191489361702
134,0.0,Manfinity Homme Men's Knitted Multi-Pocket Cargo Shorts,40.0,432.25,65.0,Unranked(New),Simple Menswear,1235.0
135,4.0,Manfinity Homme Men Ombre Button Up Shirt Without Tee,3300.0,1101.05,6.0,Unranked(New),Simple Menswear,1171.3297872340424
136,10.0,Manfinity Loose Fit Men's Cargo Shorts With Flap Pockets & Drawstring Waist,1300.0,1072.55,14.0,Unranked(New),Simple Menswear,1247.1511627906978
137,12.0,Manfinity Sporsity Men's Summer Casual Color Block Patchwork Short Sleeve Polo Shirt,100.0,452.2,65.0,Unranked(New),Simple Menswear,1292.0
138,6.0,Men's Drawstring Waistband Pocket Beach Shorts With Wavy Print,2800.0,1091.55,7.0,Unranked(New),Simple Menswear,1173.7096774193549
139,10.0,"Men's Corduroy Casual Shorts, Versatile Bermuda Shorts",300.0,1006.05,6.0,Unranked(New),Simple Menswear,1070.2659574468084
140,29.0,Men Solid Round Neck Tee,6000.0,711.5500000000001,13.0,Unranked(New),Simple Menswear,817.8735632183908
141,12.0,Manfinity Basics Men'S Solid Casual Short Sleeve T-Shirt,1700.0,1786.9499999999998,16.0,Unranked(New),Simple Menswear,2127.3214285714284
142,13.0,Manfinity Homme Men Lapel Collar Button Front Shirt,2900.0,1109.6,11.0,Unranked(New),Simple Menswear,1246.7415730337077
143,0.0,Nearly There Japan Solo Cups Mens Graphic Cotton Tank Top,0.0,1424.05,12.0,Unranked(New),Simple Menswear,1618.2386363636363
144,4.0,Manfinity LEGND Loose-Fitting Men's Letter Patch Detail Flap Pocket Drawstring Waist Cargo Shorts,2500.0,1129.55,13.0,Unranked(New),Simple Menswear,1298.3333333333333
145,0.0,Men Fashion Loose Fit Color Block Design Casual Shorts,10.0,355.3,66.0,Unranked(New),Simple Menswear,1045.0
146,11.0,Manfinity Homme Men Fashionable Short-Sleeved T-Shirt With Gradient Color And Printed Pattern For Summer,3600.0,816.05,12.0,Unranked(New),Simple Menswear,927.3295454545455
147,0.0,Men's Casual Round Neck Letter And Eye Patterned Commute T-Shirt,900.0,705.85,20.0,Unranked(New),Simple Menswear,882.3125
148,0.0,Manfinity LEGND Men Cartoon Graphic Tee & Drawstring Waist Shorts,0.0,1254.0,17.0,#4 Best Seller,in Black Men T-Shirt Co-ords,1510.8433734939758
149,0.0,Nearly There South Korea Solo Cups Mens Graphic Cotton Tank Top,0.0,1424.05,12.0,Unranked(New),Simple Menswear,1618.2386363636363
150,11.0,Manfinity Homme Men's Digital Print Short Sleeve And Shorts Two Piece Set,0.0,1395.55,13.0,#3 Best Sellers,in Men T-Shirt Co-ords,1604.0804597701149
151,9.0,Manfinity LEGND Men Tie Dye Letter Graphic Tee,5200.0,835.05,13.0,Unranked(New),Simple Menswear,959.8275862068965
152,10.0,Manfinity Homme Men Solid Polo Shirt,3700.0,930.05,13.0,Unranked(New),Simple Menswear,1069.0229885057472
153,0.0,Manfinity Homme Loose Fit Men's White Knitted Round Neck Short Sleeve T-Shirt,2600.0,854.0500000000001,12.0,Unranked(New),Simple Menswear,970.5113636363636
154,6.0,"ROMWE Street Life Men'S High Street Vintage Acid Washed Round Neck T-Shirt With Distressed Snowflakes Print, Suitable For Casual Wear In Spring And Summer",0.0,1481.05,14.0,#9 Best Seller,in Black Men Tops,1722.1511627906978
155,15.0,Dem Boys Dallas  Mens T-Shirt,0.0,1900.0,0.0,Unranked(New),Simple Menswear,1900.0
156,20.0,Manfinity Hypemode Men Expression Print Drop Shoulder Tee,3000.0,816.05,13.0,Unranked(New),Simple Menswear,937.9885057471264
157,7.0,Men's Summer Casual Short Sleeve T-Shirt With Slogan Printed And Round Neck,80.0,705.85,20.0,Unranked(New),Simple Menswear,882.3125
158,0.0,Manfinity Homme Men Geo Print Quarter Zip Polo Shirt,1700.0,1044.05,13.0,Unranked(New),Simple Menswear,1200.057471264368
159,5.0,Manfinity Homme Men Color Block Quarter Zip Polo Shirt,600.0,1034.55,14.0,Unranked(New),Simple Menswear,1202.9651162790697
160,8.0,Manfinity Homme Loose Men's Solid Color Half Button Shirt,6200.0,1405.05,7.0,Unranked(New),Simple Menswear,1510.8064516129032
161,15.0,SunDEY FunDEY Sunday Funday Mens T-Shirt,0.0,1995.0,0.0,Unranked(New),Simple Menswear,1995.0
162,4.0,Manfinity RSRT Men Tropical Print Shirt & Drawstring Waist Shorts Without Tee,10000.0,1699.55,7.0,Unranked(New),Simple Menswear,1827.47311827957
163,6.0,Manfinity LEGND Men Ripped Pocket Patched Denim Shirt Without Tee,0.0,1842.05,7.0,#4 Best Seller,in Short Sleeve Men Denim,1980.6989247311828
164,6.0,Manfinity Homme Men Ribbed Knit Tee & Drawstring Waist Shorts,1000.0,728.65,57.0,Unranked(New),Simple Menswear,1694.5348837209303
165,6.0,ROMWE Street Life Men's Frayed Hem Denim Shorts With Pockets,0.0,2087.15,7.0,#1 Best Seller,in Loose Men Denim,2244.2473118279568
166,9.0,Manfinity Hypemode Loose Fit Men's Embossed Drop Shoulder T-Shirt,2200.0,1053.55,12.0,Unranked(New),Simple Menswear,1197.215909090909
167,4.0,Manfinity Homme Loose-Fit Men's Sweatpants With Patch And Drawstring Waist Detail,100.0,1135.25,20.0,Unranked(New),Simple Menswear,1419.0625
168,6.0,Manfinity Homme Men Cotton Ripped Frayed Cat Scratch Skinny Jeans,0.0,2003.55,13.0,#9 Best Seller,in Pocket Men Jeans,2302.9310344827586
